08-18-2026 16:29:18 RAM 13242/15643MB (lfb 2x4MB) SWAP 1173/7821MB (cached 2MB) CPU [2%@729,0%@729,0%@729,0%@729,0%@729,2%@729,1%@729,0%@729] GR3D_FREQ 99% cv0@59.718C cpu@61.5C soc2@59.5C soc0@61.218C cv1@59.406C gpu@62.968C tj@63.125C soc1@62.375C cv2@58.843C VDD_IN 13792mW/11295mW VDD_CPU_GPU_CV 7890mW/5815mW VDD_SOC 2099mW/1929mW
08-18-2026 16:29:19 RAM 13242/15643MB (lfb 2x4MB) SWAP 1173/7821MB (cached 2MB) CPU [0%@729,0%@729,0%@729,0%@729,0%@729,2%@729,0%@729,2%@729] GR3D_FREQ 99% cv0@59.875C cpu@61.625C soc2@59.656C soc0@61.156C cv1@59.593C gpu@63.25C tj@63.25C soc1@62.531C cv2@58.781C VDD_IN 13752mW/11347mW VDD_CPU_GPU_CV 7890mW/5859mW VDD_SOC 2059mW/1931mW
08-18-2026 16:29:20 RAM 13242/15643MB (lfb 2x4MB) SWAP 1173/7821MB (cached 2MB) CPU [1%@1984,0%@1984,0%@1984,0%@1984,0%@729,1%@729,0%@729,0%@729] GR3D_FREQ 99% cv0@60.062C cpu@61.812C soc2@59.656C soc0@61.343C cv1@59.437C gpu@63.156C tj@63.156C soc1@62.593C cv2@58.968C VDD_IN 13752mW/11397mW VDD_CPU_GPU_CV 7890mW/5901mW VDD_SOC 2099mW/1935mW
08-18-2026 16:29:21 RAM 13258/15643MB (lfb 2x4MB) SWAP 1173/7821MB (cached 2MB) CPU [10%@729,12%@729,0%@729,1%@729,16%@729,1%@729,1%@729,0%@729] GR3D_FREQ 99% cv0@60.343C cpu@63.375C soc2@60.187C soc0@61.687C cv1@59.843C gpu@64.375C tj@64.375C soc1@62.687C cv2@59.25C VDD_IN 18023mW/11532mW VDD_CPU_GPU_CV 8814mW/5961mW VDD_SOC 4146mW/1980mW
08-18-2026 16:29:22 RAM 13258/15643MB (lfb 2x4MB) SWAP 1173/7821MB (cached 2MB) CPU [1%@729,0%@729,1%@1984,0%@1984,1%@729,0%@729,0%@729,0%@729] GR3D_FREQ 99% cv0@60.468C cpu@63.156C soc2@60.468C soc0@61.656C cv1@60.25C gpu@64.5C tj@64.5C soc1@62.937C cv2@59.343C VDD_IN 18869mW/11679mW VDD_CPU_GPU_CV 9054mW/6022mW VDD_SOC 4548mW/2031mW
08-18-2026 16:29:23 RAM 13259/15643MB (lfb 2x4MB) SWAP 1173/7821MB (cached 2MB) CPU [0%@729,0%@729,0%@729,0%@1984,2%@729,0%@729,0%@729,0%@729] GR3D_FREQ 99% cv0@60.718C cpu@63.468C soc2@60.625C soc0@62C cv1@60.406C gpu@64.843C tj@64.843C soc1@63C cv2@59.562C VDD_IN 18910mW/11821mW VDD_CPU_GPU_CV 9094mW/6083mW VDD_SOC 4589mW/2081mW
08-18-2026 16:29:24 RAM 13259/15643MB (lfb 2x4MB) SWAP 1173/7821MB (cached 2MB) CPU [1%@729,0%@729,0%@729,1%@729,1%@729,0%@729,0%@729,0%@729] GR3D_FREQ 99% cv0@60.937C cpu@63.781C soc2@60.906C soc0@62.156C cv1@60.531C gpu@65.031C tj@65.031C soc1@63.187C cv2@59.75C VDD_IN 18950mW/11958mW VDD_CPU_GPU_CV 9094mW/6141mW VDD_SOC 4589mW/2130mW
08-18-2026 16:29:25 RAM 13259/15643MB (lfb 2x4MB) SWAP 1173/7821MB (cached 2MB) CPU [1%@729,0%@729,0%@729,0%@729,2%@729,0%@729,0%@729,0%@729] GR3D_FREQ 99% cv0@61.187C cpu@63.781C soc2@61.062C soc0@62.125C cv1@60.718C gpu@65.218C tj@65.218C soc1@63.375C cv2@59.968C VDD_IN 18990mW/12091mW VDD_CPU_GPU_CV 9094mW/6196mW VDD_SOC 4589mW/2176mW
08-18-2026 16:29:26 RAM 13259/15643MB (lfb 2x4MB) SWAP 1173/7821MB (cached 2MB) CPU [0%@729,1%@729,0%@729,0%@729,1%@729,0%@729,0%@729,0%@729] GR3D_FREQ 99% cv0@61.093C cpu@63.937C soc2@61.218C soc0@62.312C cv1@60.875C gpu@65.187C tj@65.187C soc1@63.468C cv2@59.906C VDD_IN 18990mW/12218mW VDD_CPU_GPU_CV 9134mW/6251mW VDD_SOC 4589mW/2221mW
08-18-2026 16:29:27 RAM 13259/15643MB (lfb 2x4MB) SWAP 1173/7821MB (cached 2MB) CPU [1%@729,1%@729,0%@729,0%@729,1%@729,0%@729,0%@729,0%@729] GR3D_FREQ 99% cv0@61.343C cpu@64.156C soc2@61.343C soc0@62.5C cv1@61.125C gpu@65.281C tj@65.281C soc1@63.781C cv2@60.156C VDD_IN 18990mW/12342mW VDD_CPU_GPU_CV 9134mW/6303mW VDD_SOC 4589mW/2264mW
